,#,Source,neg,neu,pos,compound,created_at,text,Tweets ago
315,63,@BBC,0.0,0.882,0.118,0.4215,2018-09-29 17:02:12+00:00,🐣😍 Conservationists have been monitoring the progress of rare Leach's storm petrel chicks on the remote Scottish archipelago of St Kilda. https://t.co/nJAwjoSyoK,63
310,62,@BBC,0.0,0.743,0.257,0.4215,2018-09-29 20:32:03+00:00,Chile has launched a huge hiking route through its Patagonian wilderness. 🌲😍🏔  https://t.co/WFIcKZe5Hv https://t.co/RLKjTx2Emo,62
305,61,@BBC,0.0,0.774,0.226,0.5859,2018-09-30 07:04:02+00:00,"This. Is. Amazing. 😮

Introducing the World Pole Climbing Championships...

https://t.co/osulkhFFhQ",61
300,60,@BBC,0.092,0.817,0.092,0.0,2018-09-30 07:31:05+00:00,"For children with autism, the stress of taking photos can be overwhelming. To make things easier, eight-year-old Levi dressed as a T.rex for a family portrait. 📸💛

https://t.co/imObchcXCy https://t.co/5ngWv5Mewt",60
295,59,@BBC,0.302,0.698,0.0,-0.5994,2018-09-30 08:30:16+00:00,RT @BBCWorld: Indonesia quake death toll 'at least 832' https://t.co/1VCcXxRrR4,59
290,58,@BBC,0.0,1.0,0.0,0.0,2018-09-30 09:04:02+00:00,"🐻 Say hello to Kyra the sun bear... 

https://t.co/UvDxsG3QO1",58
285,57,@BBC,0.249,0.662,0.088,-0.8516,2018-09-30 10:00:00+00:00,"This is disgusting. 😔

The Citarum River in Indonesia is one of the dirtiest rivers in the world. 

Plastic pollution has got so bad that the army have been called in to help. https://t.co/tjM6WVLWzI",57
280,56,@BBC,0.0,0.873,0.127,0.1531,2018-09-30 11:02:01+00:00,"Going on a night out can be challenging when you're a wheelchair user. 

https://t.co/YvvQ1SnosW",56
275,55,@BBC,0.162,0.838,0.0,-0.4767,2018-09-30 12:31:04+00:00,The lush green mosses of East Antarctica are finally succumbing to climate change. 💔 https://t.co/z7j8jcx6TO https://t.co/r7C9gypVhC,55
270,54,@BBC,0.0,1.0,0.0,0.0,2018-09-30 12:44:04+00:00,Kanye West is changing his name... to Ye. https://t.co/TMRrrzJuKX https://t.co/0ZkgnEbFkA,54
265,53,@BBC,0.0,1.0,0.0,0.0,2018-09-30 13:06:04+00:00,"""Dyslexia tries to kick my butt daily - but I won't let it beat me"". 

https://t.co/EmtRJC2V5G",53
260,52,@BBC,0.066,0.934,0.0,-0.296,2018-09-30 14:02:04+00:00,"In Japan, 'aki no koe' refers to autumn's voice, which incorporates all the sounds of the season: the wind rustling dry leaves, rain hitting the ground or chirruping crickets. 🍂🍁 https://t.co/pbJCoH7bE0 https://t.co/xSaeWXJYeg",52
81,16,@CBS,0.0,1.0,0.0,0.0,2018-09-30 14:34:18+00:00,RT @CBSAllAccess: Stream NFL on CBS LIVE today starting at 1pm ET on CBS All Access! 🏈 https://t.co/vsod8jYeZl https://t.co/UBp3R4UCAd,16
255,51,@BBC,0.0,1.0,0.0,0.0,2018-09-30 15:03:03+00:00,"This is the incredible story of how London dug the Victoria Line! 🚇

https://t.co/F8MsetBclS",51
250,50,@BBC,0.113,0.773,0.113,0.0,2018-09-30 16:01:09+00:00,"🕺✨ @Joe_Sugg says he worried that he was the 'joke act' in this year's #Strictly. 

https://t.co/FmKBnEJeoX https://t.co/O1GfHHBJud",50
245,49,@BBC,0.0,0.875,0.125,0.4574,2018-09-30 16:22:25+00:00,"RT @BBCOne: To mark 30 years in music, we’re making a @takethat documentary special and WE NEED YOU! 

Head to https://t.co/WiKSYB8coP to s…",49
240,48,@BBC,0.063,0.769,0.167,0.5106,2018-09-30 16:22:42+00:00,"RT @BBCOne: #TheCry ""is the perfect replacement for #Bodyguard, a twisting, turning whodunit that leaves you questioning everybody."" The Te…",48
76,15,@CBS,0.0,0.84,0.16,0.6124,2018-09-30 17:00:00+00:00,The cast of @GodFriendedMe answers some heavenly questions about social media before the show premieres tonight after 60 Minutes on CBS. https://t.co/leOmy9j5eg,15
235,47,@BBC,0.108,0.892,0.0,-0.6114,2018-09-30 17:16:03+00:00,"Tonight it's the first @BBCStrictly results show! Find out which couples have made it through and which two will be in the dreaded dance-off... ✨💃🕺

#Strictly Come Dancing: The Results | 7:15pm | @BBCOne | https://t.co/mmOzCmbX4a https://t.co/F8CY1rpisr",47
230,46,@BBC,0.0,1.0,0.0,0.0,2018-09-30 19:03:02+00:00,"A mother’s life disintegrates while the world looks on. 

#TheCry | 9pm | @BBCOne | https://t.co/hDRdVsMamq https://t.co/2SrLnoKGLi",46
225,45,@BBC,0.0,0.687,0.313,0.6239,2018-09-30 19:39:53+00:00,RT @bbcstrictly: Wow. #Strictly Movie Week looks wand-erful! 🧙‍♂️✨ https://t.co/3Iko29h06s,45
220,44,@BBC,0.0,0.843,0.157,0.4753,2018-09-30 20:21:03+00:00,"RT @BBCOne: “I see women out with their babies walking around like it’s nothing… I just want to yell out at them, “You’re amazing!” @Jenna_…",44
71,14,@CBS,0.066,0.934,0.0,-0.2263,2018-09-30 23:51:26+00:00,"Due to #NFL football game overrun, #CBS Sunday lineup is delayed in East/Central time zones ONLY. New start times: 

#60Minutes 7:43pmET/6:43pmCT 

#GodFriendedMe 8:43ET/7:43CT 

#NCISLA 9:43ET/8:43CT 

#MagnumPI 10:43ET/9:43CT https://t.co/fX6yyViiIE",14
215,43,@BBC,0.398,0.602,0.0,-0.872,2018-10-01 07:03:05+00:00,"Last year @higeorgeshelley's sister died in an accident. 

He opens up about grief and how to cope.

https://t.co/4SajjiJI6e",43
210,42,@BBC,0.5,0.5,0.0,-0.875,2018-10-01 07:32:01+00:00,Persistent chemical pollution threatens the future of killer whales. 💔 https://t.co/wJJIQj8WLK https://t.co/saSP4leLjt,42
205,41,@BBC,0.0,0.734,0.266,0.7845,2018-10-01 08:02:02+00:00,"Start your Monday the right way. Watch Tom Hardy explain to a child why we should love all things equally. 💔😭

https://t.co/646n5wwjvL",41
200,40,@BBC,0.0,1.0,0.0,0.0,2018-10-01 09:04:02+00:00,"We cannot WAIT for the new Doctor Who series! @bbcdoctorwho #TheGNShow

https://t.co/BkxpymO5Be",40
195,39,@BBC,0.237,0.763,0.0,-0.7351,2018-10-01 09:46:54+00:00,RT @BBCRadio4: We conducted the world's largest survey on loneliness and discovered that 16-24 year olds are the loneliest age group. Read…,39
190,38,@BBC,0.134,0.591,0.274,0.3818,2018-10-01 10:03:06+00:00,"Turns out it's *quite* difficult to keep a straight face while testing laughing gas...

https://t.co/nFlgKY7NuY",38
185,37,@BBC,0.0,0.655,0.345,0.7003,2018-10-01 11:03:02+00:00,"This Amazing Human uses coffee to give homeless people a second chance. ☕️💛#InternationalCoffeeDay

https://t.co/wOc1ce2B3J",37
180,36,@BBC,0.167,0.833,0.0,-0.5574,2018-10-01 12:08:21+00:00,"Geoffrey Hayes, who hosted long-running children's TV show, Rainbow, has died aged 76.
👉 https://t.co/10XDMpYCiz https://t.co/vPs5odJKqy",36
175,35,@BBC,0.137,0.705,0.159,0.128,2018-10-01 12:33:03+00:00,"😂😃😐 Can you spot a fake laugh? 

Take this quiz to find out. 👉 https://t.co/LAFjV5ggf7 https://t.co/sFjlLRwzQK",35
170,34,@BBC,0.0,0.689,0.311,0.7456,2018-10-01 13:03:06+00:00,"🎶🌟@LadyGaga and Jodie Whittaker playing the #DoctorWho theme tune on the theremin is AMAZING. #TheGNShow

https://t.co/PEwaE9tzNH",34
165,33,@BBC,0.0,1.0,0.0,0.0,2018-10-01 13:04:26+00:00,"RT @bbcgetinspired: 'I'm a Muslim woman, I'm visually-impaired and I'm a boxer' 🥊🥊 #GetInspired 

https://t.co/zJorjZokVM",33
160,32,@BBC,0.0,1.0,0.0,0.0,2018-10-01 14:01:07+00:00,"An Astrophysicist? A World Traveller? CEO of the British Library? 🔭📚🤷

Illustrator Sir Quentin Blake has reimagined what Matilda would be doing today, 30 years after the book about her was published. 👉 https://t.co/AR0oFlPMa5 https://t.co/rNiz7hKbET",32
155,31,@BBC,0.0,1.0,0.0,0.0,2018-10-01 15:00:02+00:00,"These scientists have found plastic in every area of the Arctic; there are about 225 trillion particles in the whole of the Barents Sea.

Drowning in Plastic | tonight | 8.30pm | @BBCOne 

https://t.co/34t3gcWgHb https://t.co/FO2CkLrmJA",31
150,30,@BBC,0.0,1.0,0.0,0.0,2018-10-01 15:48:02+00:00,"RT @CBeebiesHQ: Cuddle up cheek to cheek!

Sharon D. Clarke is back for tonight's #BedtimeStory 😴📚

The biographical tale of Ella Fitzgeral…",30
145,29,@BBC,0.0,0.748,0.252,0.7506,2018-10-01 16:05:44+00:00,"RT @BBCFood: 🥕 It's World Vegetarian Day and we're celebrating all things veggie. Whether you're looking for a quick lunch, a healthy trayb…",29
66,13,@CBS,0.0,0.925,0.075,0.296,2018-10-01 16:33:11+00:00,Join @happytogether's @wayansjr and @TheNeighborhood's @iamgreenfield for a Facebook Live TODAY at 5:45p ET/2:45 PT on CBS's Facebook page before the premiere of both shows on CBS tonight. https://t.co/m1v3Pk8cF5,13
140,28,@BBC,0.0,1.0,0.0,0.0,2018-10-01 17:16:04+00:00,"A 19-year-old university student has described his photograph of a white fallow buck sneezing as a ""one-in-a-million shot"". 🦌📸 https://t.co/b8UnkAzkoz https://t.co/YgAwPVe7bj",28
135,27,@BBC,0.099,0.842,0.059,-0.2263,2018-10-01 19:00:01+00:00,"Wildlife biologist @LizBonnin visits scientists working at the cutting edge of plastics research. She works with leading marine biologists to discover the true dangers of plastic in our oceans and what it means for the future.

Drowning in Plastic | Tonight | 8.30pm | @BBCOne https://t.co/jZqDCtyENt",27
61,12,@CBS,0.0,1.0,0.0,0.0,2018-10-01 21:56:03+00:00,"Head over to the CBS Facebook page now for the #FacebookLive with @happytogether’s @wayansjr and @TheNeighborhood’s @iamgreenfield, starting soon. https://t.co/LqZCnSXeZt https://t.co/AmyCjQk9V7",12
56,11,@CBS,0.0,1.0,0.0,0.0,2018-10-02 00:01:07+00:00,"RT @TheNeighborhood: It's almost time! Our live Q&amp;A with the casts of #TheNeighborhood &amp; #HappyTogether is starting at 8pm ET/ 5pm PT. 

Se…",11
51,10,@CBS,0.0,0.671,0.329,0.8519,2018-10-02 01:10:54+00:00,The stars of @TheNeighborhood and @happytogether celebrated their shows' premieres on CBS tonight with a good old fashioned livetweet party. #TheNeighborhood #HappyTogether https://t.co/p4G0s7yGHP,10
46,9,@CBS,0.0,0.881,0.119,0.3182,2018-10-02 02:42:23+00:00,"RT @startrekcbs: Discover the next adventure of #StarTrekDiscovery January 2019, and catch #Starfleet at @NY_Comic_Con THIS Saturday. https…",9
130,26,@BBC,0.202,0.798,0.0,-0.6486,2018-10-02 06:09:05+00:00,"More than half of the world's killer whales could be wiped out by man-made chemicals, scientists say.  https://t.co/w1SaxVchyO",26
125,25,@BBC,0.0,1.0,0.0,0.0,2018-10-02 07:05:06+00:00,"👛 Do you know where your tips go? 

A guide to how tipping works in restaurants.
👉 https://t.co/CNU4t3iogG https://t.co/7dcsckQwcG",25
120,24,@BBC,0.321,0.679,0.0,-0.7964,2018-10-02 08:00:09+00:00,"In January 1918, the Spanish flu swept the world and killed more people than WW1. 
#TheFluThatKilled50Million https://t.co/WinYKnWfSA",24
115,23,@BBC,0.0,1.0,0.0,0.0,2018-10-02 09:10:44+00:00,RT @bbccomedy: ‘There She Goes’ starring @JefficaHoons and David Tennant comes to @BBCFOUR on October 16th. https://t.co/tH37Wg5TBC,23
110,22,@BBC,0.22,0.78,0.0,-0.6705,2018-10-02 09:22:00+00:00,"Over 300,000 marine animals are killed after becoming entangled in fishing gear every year. 
#DrowningInPlastic #PlasticsAction https://t.co/jWFSxtvHHd",22
105,21,@BBC,0.0,0.728,0.272,0.6696,2018-10-02 10:16:58+00:00,"❤️💃🏻 Ballet is still the love of Joyce's life at 98-years-old! 
#WorldBalletDay https://t.co/nzr3Jy1wbS",21
100,20,@BBC,0.0,1.0,0.0,0.0,2018-10-02 10:27:17+00:00,"RT @BBCSport: SPOTY is back - and there are some big changes.

The BBC Sports Personality of the Year 2018 contenders will be revealed on t…",20
95,19,@BBC,0.0,0.856,0.144,0.5719,2018-10-02 10:47:27+00:00,"Donna Strickland has become the first woman to have won the #NobelPrize in Physics in 55 years. 
👉 https://t.co/WLmSEOlFKx https://t.co/r6OZUynPDA",19
90,18,@BBC,0.0,1.0,0.0,0.0,2018-10-02 12:05:04+00:00,"Jodie Whittaker. New Doctor...and a 'Shat Lass'.
#TheGNShow #DoctorWho https://t.co/25HwEbjAfn",18
85,17,@BBC,0.0,0.86,0.14,0.5994,2018-10-02 13:05:03+00:00,"🍲😋 A bowl of warm, hearty stew is always a welcome sight on a cold day.

From a classic beef stew to a vegetarian hotpot, @BBCFood have a recipe for every occasion.
👉 https://t.co/OZZaDGwAHH https://t.co/GVCnpybK0Z",17
80,16,@BBC,0.213,0.608,0.179,-0.2732,2018-10-02 14:06:04+00:00,"Two scientists who discovered how to fight cancer using the body's immune system have won the 2018 #NobelPrize for physiology or medicine.
👉https://t.co/CxZXLkwRZL https://t.co/VytZDhBdSU",16
75,15,@BBC,0.0,0.766,0.234,0.7096,2018-10-02 16:06:02+00:00,"In 2002, Iberian Lynx were the rarest cats in the world. But then something remarkable happened... https://t.co/iEVCaSDvjN",15
41,8,@CBS,0.0,1.0,0.0,0.0,2018-10-02 16:49:34+00:00,"⚡️ “The Neighborhood Premieres on CBS”

https://t.co/R72l342BFE",8
70,14,@BBC,0.0,0.847,0.153,0.4019,2018-10-02 17:06:06+00:00,"The gender reveal party that sparked a massive 47,000 acre wildfire. 
👉 https://t.co/b0Xc17AuK5 https://t.co/ROh8TOMH7K",14
36,7,@CBS,0.133,0.746,0.121,0.1622,2018-10-02 17:52:53+00:00,"@miamicah We don't know for sure about that, but we are sure that you should be some sort of TV detective. 🙂 https://t.co/uW5aSn7jlO",7
65,13,@BBC,0.427,0.573,0.0,-0.802,2018-10-02 17:55:03+00:00,Knife crime is up 22%. Who are the victims and what’s to blame? https://t.co/ZEAml31p9m,13
31,6,@CBS,0.0,1.0,0.0,0.0,2018-10-02 18:36:26+00:00,"⚡️ “Happy Together Premieres on CBS”

https://t.co/W7IvELcMcw",6
60,12,@BBC,0.065,0.935,0.0,-0.3626,2018-10-02 19:02:07+00:00,"Discover the extraordinary story of how a small Scottish bank grew to briefly become the biggest in the world, before triggering the largest financial bail-out in British history.

The Bank That Almost Broke Britain | 9pm | @BBCTwo | https://t.co/cvsvWGnq3s https://t.co/JWQwk4llZW",12
26,5,@CBS,0.0,0.646,0.354,0.8858,2018-10-02 21:25:29+00:00,RT @CBSAllAccess: It's a great day to be a fan of #TheTwilightZone! We're celebrating the 59th anniversary of the classic series AND the of…,5
499,99,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 04:47:05+00:00,"In 2006, the American Bar Association raised questions about Brett Kavanaugh's demeanor and veracity https://t.co/eE2PNOqBNK",99
494,98,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 04:53:57+00:00,"RT @fmanjoo: I'm going to quit using Facebook to sign on to stuff. So should you. 

Use a password manager. Use Google. After the massive h…",98
489,97,@nytimes,0.08,0.92,0.0,-0.2732,2018-10-03 05:02:06+00:00,A veteran journalist who has become a critic of Saudi leaders entered the Saudi consulate in Istanbul on Tuesday afternoon and has not been seen since https://t.co/KCuEd8vh4P,97
484,96,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 05:07:06+00:00,RT @marclacey: Hurricane Florence may be over but it's not really over. https://t.co/INqHdo3app,96
479,95,@nytimes,0.3,0.608,0.091,-0.6705,2018-10-03 05:15:04+00:00,"More than 2,500 Afghans are braving serious security risks to run for parliament. Seven candidates have already been killed. https://t.co/6EB5wCtTVH",95
474,94,@nytimes,0.386,0.614,0.0,-0.8316,2018-10-03 05:21:04+00:00,4 members of a militant white-supremacist organization were arrested on charges of inciting a riot in Charlottesville last year https://t.co/vDI6b92RWD,94
469,93,@nytimes,0.161,0.717,0.121,0.0258,2018-10-03 05:30:04+00:00,"If you're looking to help those affected by the earthquake and tsunami that struck Indonesia, here's some advice https://t.co/aFEw0imlZc",93
464,92,@nytimes,0.151,0.812,0.038,-0.5994,2018-10-03 05:45:04+00:00,"South Korea announced a sweeping crackdown on “fake news,” calling it “a destroyer of democracy.” Critics say it’s an attempt to “shut down the voices the government doesn’t want to hear.” https://t.co/imOxkR3fyC",92
459,91,@nytimes,0.091,0.909,0.0,-0.4019,2018-10-03 06:00:13+00:00,"“As long as governments exist, corruption will exist,” Do Muoi once said. “It is an illness of government, and it can be cured only by the people."" https://t.co/uT8FKVizGt",91
55,11,@BBC,0.0,1.0,0.0,0.0,2018-10-03 06:08:02+00:00,"""Oh, I'm so sorry,"" and other things not to say to amputees. 
(via @BBCThree) https://t.co/L8eiOleNyi",11
454,90,@nytimes,0.177,0.823,0.0,-0.6486,2018-10-03 06:15:05+00:00,"RT @nytvideo: Videos and satellite images show the devastating impact of the earthquake in Indonesia, which moved entire houses and destroy…",90
449,89,@nytimes,0.167,0.833,0.0,-0.6378,2018-10-03 06:30:09+00:00,"The big water off Nazaré, Portugal, once almost killed Maya Gabeira, a surfer. Now it has put her in the record books. https://t.co/eLK1aH41NG",89
444,88,@nytimes,0.186,0.814,0.0,-0.8573,2018-10-03 06:45:04+00:00,"President Trump has sold himself as a self-made billionaire but our investigation found that he received more than $400 million from his father’s empire, much of it through dubious tax schemes during the 1990s, including instances of outright fraud. https://t.co/yXuPHrGwHg",88
439,87,@nytimes,0.121,0.752,0.127,-0.2023,2018-10-03 06:52:05+00:00,"In Opinion

""A growing body of literature suggesting that the immune system is involved in psychiatric disorders from depression to bipolar disorder,"" writes Moises Velasquez-Manoff https://t.co/MNg14V9Q81",87
434,86,@nytimes,0.177,0.823,0.0,-0.6808,2018-10-03 07:00:06+00:00,"After Elon Musk threatened that he would quit, the Tesla board caved to his demands to fight the S.E.C. settlement, according to people familiar with the decision https://t.co/dOf0U8tTPX",86
50,10,@BBC,0.143,0.857,0.0,-0.6124,2018-10-03 07:04:08+00:00,"🐧 A zoo has been forced to fill its new penguin exhibit with models, as a shortage of birds means it is unable to get the real thing.
👉 https://t.co/2FqQAOFxxF https://t.co/Cr76yp1RcY",10
429,85,@nytimes,0.491,0.509,0.0,-0.9468,2018-10-03 07:15:04+00:00,"Sexual assaults, knife attacks and suicide attempts are commonplace at Europe’s largest refugee camp. Aid groups warn of a mental health crisis. https://t.co/BC2OyNqPeB",85
424,84,@nytimes,0.207,0.793,0.0,-0.4445,2018-10-03 07:30:10+00:00,"In Amsterdam, it’s not just the number of tourists that pose a problem. It’s how they behave. https://t.co/LOte66aY80",84
419,83,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 07:45:05+00:00,"""I’m going to quit using Facebook to log in to apps and sites online. You should, too,"" writes our tech columnist @fmanjoo https://t.co/4yYy4v7dqh",83
414,82,@nytimes,0.119,0.881,0.0,-0.4767,2018-10-03 07:52:44+00:00,RT @PatrickKingsley: This Greek refugee camp is the biggest in Europe. Yet aid workers say its conditions are worse than many camps in the…,82
409,81,@nytimes,0.0,0.625,0.375,0.9117,2018-10-03 08:00:10+00:00,"Chinese state TV has a new tool that it hopes will inspire interest in President Xi Jinping, China's most powerful leader in decades: a game show https://t.co/jRPuy1y7Zy",81
45,9,@BBC,0.0,1.0,0.0,0.0,2018-10-03 08:01:24+00:00,"RT @BBCRadio2: 🥁Drumroll please!🥁

Our brand new Breakfast Show host is @ZoeTheBall! 👏

https://t.co/th597DBxQI https://t.co/dbfQgMsuHO",9
40,8,@BBC,0.247,0.753,0.0,-0.5574,2018-10-03 08:02:04+00:00,"19-year-old rapper Kitch has a stutter when he speaks - but when he performs, it usually disappears. https://t.co/tVXhIeAwEg",8
404,80,@nytimes,0.0,0.886,0.114,0.5927,2018-10-03 08:15:03+00:00,"Marks &amp; Spencer is a cultural fixture in the daily lives of millions of Britons. But as profit falls and e-commerce reshapes retail, the company will shut 100 stores by 2022. https://t.co/Hd6gxFV9Pe",80
399,79,@nytimes,0.0,0.891,0.109,0.296,2018-10-03 08:30:12+00:00,"In this Egyptian-Australian family, dogs were treated with a kind but practical sense of reserve. Until Max came along. https://t.co/Tfdwl5Obvz",79
394,78,@nytimes,0.281,0.719,0.0,-0.8481,2018-10-03 08:45:03+00:00,"Poisonous batches of bootleg alcohol killed at least 42 people, blinded more than a dozen and sent hundreds to the hospital across Iran https://t.co/zkrbSrbZh0",78
389,77,@nytimes,0.0,0.881,0.119,0.4678,2018-10-03 09:00:06+00:00,"We hope you have time to read the complete investigation into Trump's wealth by @SusanneCraig, @DavidBarstow and @RussBuettner. But if you don't have time right now, here are 11 key takeaways: https://t.co/cdcE0VmpGN",77
384,76,@nytimes,0.141,0.765,0.094,-0.1531,2018-10-03 09:14:06+00:00,"Jamal Khashoggi, a Saudi journalist who has become a sharp critic of the country's leadership, was detained in the Saudi consulate in Istanbul, according to his fiancée and a close friend https://t.co/WdpdRrp37d",76
379,75,@nytimes,0.3,0.7,0.0,-0.7717,2018-10-03 09:30:06+00:00,"CBS fired Brad Kern, a producer who had been accused of misconduct ranging from mistreatment of women to racially insensitive comments https://t.co/kXXgQa20ap",75
374,74,@nytimes,0.122,0.76,0.118,-0.0258,2018-10-03 09:41:02+00:00,France publicly linked Iran’s intelligence services to a foiled bomb plot that targeted a June meeting near Paris of an Iranian opposition group https://t.co/sB3mKHVtFu,74
369,73,@nytimes,0.121,0.879,0.0,-0.5267,2018-10-03 09:50:03+00:00,"10 years ago, Mark Zuckerberg introduced a tool that connects other sites and apps to Facebook passwords. Now these users could have been exposed to the consequences of an attack on Facebook’s computer systems. https://t.co/sFqvYrc3tf",73
364,72,@nytimes,0.12,0.88,0.0,-0.3818,2018-10-03 10:11:05+00:00,"RT @peterbakernyt: Abandoning the restraint urged on him by advisers and Senate Republicans, Trump goes after Christine Blasey Ford before…",72
359,71,@nytimes,0.079,0.585,0.336,0.8316,2018-10-03 10:14:57+00:00,Breaking News: Three evolutionary scientists won the Nobel Prize in Chemistry. They applied principles of Darwin to help solve some of the world's problems. https://t.co/r8UqXvfba2,71
354,70,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 10:20:03+00:00,Morning Briefing: Here's what you need to know to start your day https://t.co/5Juq6epxLF https://t.co/JFeN1ANM3P,70
349,69,@nytimes,0.377,0.623,0.0,-0.8834,2018-10-03 10:29:05+00:00,"Pope Francis’ reputation, which once seemed unassailable, has sustained considerable damage in the wake of the sex abuse scandal https://t.co/s9bItnGbNH",69
344,68,@nytimes,0.0,0.607,0.393,0.5965,2018-10-03 10:44:04+00:00,How Trump really got rich https://t.co/2I1W3ZTURj https://t.co/7nPkU3kCaP,68
339,67,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 11:00:07+00:00,"In 2006, the American Bar Association raised questions about Brett Kavanaugh's demeanor and veracity https://t.co/cvfVebkTJt",67
35,7,@BBC,0.0,0.916,0.084,0.2732,2018-10-03 11:01:02+00:00,"🕺🎙 'Tom Daley was an Elvis impersonator - with his dad'

10 surprising things we learned from @TomDaley1994’s #DesertIslandDiscs. 
👉 https://t.co/dmJ6lLzn0u https://t.co/76pkpzrT54",7
334,66,@nytimes,0.136,0.864,0.0,-0.6597,2018-10-03 11:15:04+00:00,"Cervical cancer could be eliminated in Australia within the next two decades because of a government program to vaccinate children against the cancer-causing human papillomavirus, according to a new report https://t.co/S30fXSmUtW",66
329,65,@nytimes,0.0,0.853,0.147,0.5859,2018-10-03 11:20:07+00:00,RT @susannecraig: Couldn’t sleep so I went out to Queens to watch the press run of our  tax story. What an amazing rush. https://t.co/UsV8p…,65
324,64,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 11:30:08+00:00,The overcrowding at this refugee camp is so extreme that asylum seekers spend as much as 12 hours a day waiting in line for food that is sometimes moldy https://t.co/qsIptMIdIo,64
319,63,@nytimes,0.0,0.686,0.314,0.8271,2018-10-03 11:41:03+00:00,"In a rebuke to the Trump administration, the International Court of Justice ordered the United States to ease some sanctions against Iran https://t.co/YHErwiB37u",63
314,62,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 11:49:01+00:00,"By age 3, Donald Trump was earning $200,000 a year in today’s dollars from his father’s empire.

In all, financial records reveal, Donald Trump received the equivalent today of at least $413 million from his father’s real estate empire. https://t.co/mDfVmSg1U3",62
30,6,@BBC,0.0,0.695,0.305,0.7299,2018-10-03 11:57:04+00:00,"That time @RyanGosling was training to be an astronaut and DEFINITELY WASN'T (was) sick. 
#TheGNShow https://t.co/mf8dnizxAV",6
309,61,@nytimes,0.079,0.851,0.07,-0.0772,2018-10-03 12:00:06+00:00,"Your daily @DealBook Briefing:

• Trump's empire was built on gifts and tax dodges. 

• Amazon’s wage increase is both shield and sword.

• Defying distraction, Tesla is making way more cars.
https://t.co/n9aIyESzsF",61
304,60,@nytimes,0.0,0.9,0.1,0.2732,2018-10-03 12:09:01+00:00,RT @nytimesworld: It has taken 18 years and successive governments for politicians to recognize that sanitary products are a necessary heal…,60
299,59,@nytimes,0.111,0.889,0.0,-0.3612,2018-10-03 12:21:02+00:00,"Law enforcement officials in Missouri don't know the whereabouts of more than 1,200 registered sex offenders, according to a state audit https://t.co/rhfkkkeu0a",59
294,58,@nytimes,0.0,0.833,0.167,0.6124,2018-10-03 12:31:05+00:00,"David Hockney says he is not a churchgoer, but on Tuesday a window that he designed was formally dedicated in Westminster Abbey https://t.co/WzDrG7lzR2",58
289,57,@nytimes,0.082,0.692,0.226,0.5574,2018-10-03 12:44:05+00:00,Cellphones across the United States will get a test alert at 2:18 p.m. Eastern. It will be the first nationwide test of a wireless emergency alert system. https://t.co/aPVdC5mdEh,57
284,56,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 13:00:13+00:00,Morning Briefing: Here's what you need to know to start your day https://t.co/d0CXjH0RKU https://t.co/UcmXYxdFpq,56
25,5,@BBC,0.0,1.0,0.0,0.0,2018-10-03 13:04:03+00:00,"🌙 'Leonardo da Vinci was the first recorded person to realise what a crescent moon was.'

Nine out of this world facts about the Moon. 
👉 https://t.co/aK55Yyf4xd https://t.co/4g4SNxD6S7",5
279,55,@nytimes,0.0,0.803,0.197,0.4019,2018-10-03 13:15:05+00:00,How to help survivors of the Indonesia earthquake and tsunami https://t.co/QH4yQoRtB8 https://t.co/Prcrole8Cs,55
274,54,@nytimes,0.204,0.641,0.155,-0.4019,2018-10-03 13:30:14+00:00,"In her first public statement since dropping from public view 4 months ago, Fan Bingbing offered a contrite apology and pledged to pay the fine to avoid a criminal investigation https://t.co/NKTlJusMb6",54
269,53,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 13:44:06+00:00,RT @NYTmag: THIS WEEK’S COVER: @ladygaga isn’t done shape-shifting yet. @rachsyme profiles the ‘‘A Star Is Born’’ actress in her latest rei…,53
264,52,@nytimes,0.089,0.911,0.0,-0.5719,2018-10-03 14:00:08+00:00,"""After 11 years of trying to outrun depression and PTSD symptoms, I have finally concluded that it's faster than me."" Jason Kander dropped out of the Kansas City mayoral race, saying he needed to focus on healing from PTSD. https://t.co/aICXWVVqR0",52
259,51,@nytimes,0.0,0.829,0.171,0.4767,2018-10-03 14:15:01+00:00,Late-night hosts were impressed by how quickly a (very) young Donald Trump had amassed his fortune https://t.co/NNHpmU1JtV,51
254,50,@nytimes,0.0,1.0,0.0,0.0,2018-10-03 14:30:17+00:00,"RT @mikiebarb: On today’s Daily: for an investigation this big, we did things differently. A cold open in the locked room where it happened…",50
498,99,@FoxNews,0.0,0.911,0.089,0.1695,2018-10-03 14:37:54+00:00,.@FLOTUS Melania Trump visits former slave facility on Africa trip: 'I will never forget the stories' https://t.co/4nVdbJFCvT https://t.co/D2I8YSzEcN,99
